,0
1674,"Godiva Masterpieces Dark Chocolate, Ganache Heart
4.9 ounce
13B"
1675,"Brownie Brittle Brownie Brittle, Meyer Lemon
5 ounce
12A"
1676,"Sheila G's Brownie Brittle, Blondie, Chocolate Chip
5 ounce
12A"
1677,"Don Pepino Pizza Sauce, Gluten Free, Tomatoes
14.5 ounce
16B"
1678,"TOSTITOS Tortilla Chips, Strips
13 ounce
13A"
1679,"Pop-Tarts Toaster Pastries, Frosted, Brown Sugar Cinnamon
13.5 ounce
13B"
1680,"Belvita Breakfast Biscuits, Blueberry, Bites
8.8 ounce
12A"
1681,"Royal Pudding & Pie Filling, Instant, Reduced Calorie, Sugar Free, Chocolate
1.69 ounce
12B"
1682,"Pasta Roni Angle Hair Pasta with Herbs
4.8 ounce
16B"
1683,"Pasta Roni Pasta, Parmesan Cheese Flavor
5.1 ounce
16B"
1684,"Stauffers Animal Cookies, Iced
10.5 ounce
12A"
1685,"Think! Protein Bar, Keto, Chocolate Peanut Butter Pie
1.41 ounce
2B"
1686,"Dang Bar Bar, Peanut Butter
1.4 ounce
2B"
1687,"Dang Bar Snack Bar, Peanut Butter
16.8 ounce
2B"
1688,"One Protein Bar, Blueberry Cobbler Flavored
2.12 ounce
2B"
1689,"Keto Wise Fat Bombs, Peanut Butter Cup Patties
1.2 ounce
2B"
1690,"Pasta Roni Garlic & Olive Oil Vermicelli
4.6 ounce
16B"
1691,"QUAKER Rice Crisps Snacks, Buffalo Ranch
6.06 ounce
13A"
1692,"GoMacro Macrobar, Gluten Free, Protein Decadence, Dark Chocolate + Almonds
2.3 ounce
2B"
1693,"GoMacro Macrobar, Protein Decadence, Dark Chocolate + Almonds
27.5 ounce
2B"
1694,"RUFFLES Potato Chips, Queso
8.5 ounce
13A"
1695,"Turbos Corn Snacks, Flamas
10 ounce
13A"
1696,"Twix Cookies & Cream Chocolate Candy Bar
1.36 ounce
Front End"
1697,"Lay's Potato Chips, Flamin' Hot Flavored, Kettle Cooked
8 ounce
13A"
1698,"Pop - Tarts Toaster Pastries, Frosted, Strawberry
13.5 ounce
13B"
1699,"Lay's Potato Chips, Salt & Vinegar
12.5 ounce
13A"
1700,"IDAHOAN Casserole, Au Gratin, Homestyle, Family Size
7.34 ounce
15B"
1701,"Pop-Tarts Toaster Pastries, Unfrosted, Strawberry
13.5 ounce
13B"
1702,"NuNaturals Oat Fiber
16 ounce
12B"
1703,"Pop-Tarts Toaster Pastries, Frosted, Blueberry
13.5 ounce
13B"
1704,"Pop-Tarts Toaster Pastries Breakfast Toaster Pastries, Frosted Cinnamon Roll, Proudly Baked in the USA
13.5 ounce
13B"
1705,"Pop-Tarts Toaster Pastries Breakfast Toaster Pastries, Frosted Chocolate Chip, Proudly Baked in the USA
13.5 ounce
13B"
1706,"Pop-Tarts Toaster Pastries, Frosted, Cookies & Creme
13.5 ounce
13B"
1707,"Funyuns Onion Rings
7.5 ounce
13A"
1708,"Smartfood Popcorn, White Cheddar
6.75 ounce
13A"
1709,"Frank's RedHot Thick Sauce, Spicy Honey Bourbon
14 ounce
14B"
1710,"Luna Mash-Ups Nutrition Bar, Whole, Peanut Butter + Fudge
1.69 ounce
2B"
1711,"Luna Mash-Ups Nutrition Bar, Whole, Lemonzest + Blueberry
1.69 ounce
2B"
1712,"DORITOS Tortilla Chips, Nacho Cheese
2.75 ounce
13A"
1713,"DeLallo Broad Beans, Fava
14 ounce
15B"
1714,"Seeds Of Change Black Beans, with Corn & Peppers, Organic, Savory Mexican Style
9.2 ounce
Produce"
1715,"Seeds Of Change Beans, with Spiced Corn/Peppers, Organic, Hearty 3 Bean Chili
9.2 ounce
Produce"
1716,"Cap'n Crunch Cereal, Large Size!
20 ounce
13B"
1717,"Keto Wise Fat Bombs, Chocolate Pecan Clusters
1.13 ounce
2B"
1718,"Keto Wise Fat Bombs, Crispy Caramels
1.13 ounce
2B"
1719,"Primal Kitchen Vodka Sauce, No Dairy
24 ounce
16B"
1720,"Haribo Gummi Candy, Starmix, Party Size
25.6 ounce
13B"
1721,"Pop - Tarts Toaster Pastries, Frosted, Wild Berry
13.5 ounce
13B"
1722,"Pop-Tarts Toaster Pastries, Frosted, Raspberry
13.5 ounce
13B"
1723,"Pop - Tarts Toaster Pastries, Frosted, S'mores
13.5 ounce
13B"
1724,"Pop - Tarts Toaster Pastries, Frosted, Cherry
13.5 ounce
13B"
1725,"Wegmans Organic Tri-Color Quinoa Blend
8 ounce
16B"
1726,"Pop-Tarts Toaster Pastries, Frosted, Blueberry
20.3 ounce
13B"
1727,"Pop-Tarts Toaster Pastries, Frosted, Brown Sugar Cinnamon
20.3 ounce
13B"
1728,"Pop-Tarts Toaster Pastries, Frosted, Cherry
20.3 ounce
13B"
1729,"Pop-Tarts Toaster Pastries, Frosted, Chocolate Fudge
20.3 ounce
13B"
1730,"Pop - Tarts Toaster Pastries, Frosted, Strawberry
20.3 ounce
13B"
1731,"Pop - Tarts Toaster Pastries, Frosted, S'mores
20.3 ounce
13B"
1732,"Bob's Red Mill Hot Cereal, Organic, Creamy Buckwheat
18 ounce
3B"
1733,"Jessicas Granola, Gluten Free, Almond Cherry
11 ounce
6B"
1734,"Jessicas Granola, Gluten Free, Chocolate Chip
11 ounce
6B"
1735,"Jessicas Granola, Gluten Free, Chocolate Hazelnut
11 ounce
6B"
1736,"Jessicas Granola, Gluten Free, Vanilla Maple
11 ounce
6B"
1737,"Lay's Potato Chips, Cheddar & Sour Cream
12.5 ounce
13A"
1738,"Lay's Potato Chips, Sour Cream & Onion
12.5 ounce
13A"
1739,"Lay's Potato Chips, Bar-B-Que
12.5 ounce
13A"
1740,"FitJoy Pretzels Sticks, Grain Free, Himalayan Pink Salt
5 ounce
5B"
1741,"Fit Joy Pretzel Twists, Grain Free, Honey Mustard
4.5 ounce
5B"
1742,"Goldfish Baked Snack Crackers, Cheddar, Mickey Mouse & Friends
6.6 ounce
12A"
1743,"Wegmans Organic Milk, Sweetened Condensed
14 ounce
12B"
1744,"Fiber One Chewy Bars, Protein, Peanut Butter
5.85 ounce
13B"
1745,"Smartfood Popcorn, Movie Theater Butter
6.25 ounce
13A"
1746,"Smartfood Popcorn, Flamin' Hot White Cheddar
6.25 ounce
13A"
1747,"Utz Potato Chips, No Salt Added, Original, Family Size
9 ounce
13A"
1748,"Smartfood Smart 50 Popcorn, White Cheddar
5.25 ounce
13A"
1749,"Belvita Breakfast Biscuits, Sandwich, Cinnamon Brown Sugar With Vanilla Creme
8.8 ounce
12A"
1750,"Pepperidge Farm Milano Chocolate Lemon Cookies
7 ounce
12A"
1751,"TOSTITOS Salsa Dip, Avocado
15 ounce
5B"
1752,"Smartfood Popcorn, White Cheddar Cheese
2 ounce
13A"
1753,"Pop-Tarts Toaster Pastries, Unfrosted, Strawberry
20.3 ounce
13B"
1754,"CHEETOS Simply Cheese Flavored Snacks, White Cheddar Puffs
7 ounce
13A"
1755,"Lay's Potato Chips, Classic/Sour Cream & Onion/Barbecue, Variety Pack
10 ounce
13A"
1756,"Doritos Tortilla Chips, Nacho Cheese Flavored
10 ounce
13A"
1757,"Smartfood Popcorn, White Cheddar
6.25 ounce
13A"
1758,"Cheetos Cheese Snacks, Crunchy
10 ounce
13A"
1759,"Lay's Potato Chips, Classic
10 ounce
13A"
1760,"Lay's Potato Chips, Lightly Salted
12.5 ounce
13A"
1761,"Lay's Poppables Potato Snacks, Sea Salt & Vinegar
5 ounce
13A"
1762,"Frito Lay Baked & Popped Mix, Variety Packs
14.25 ounce
13A"
1763,"Cheez-it Crackers Baked Snack Mix, Classic
9 ounce
12A"
1764,"Utz Potato Chips, Sour Cream & Onion, Ripples, Family Size
9 ounce
13A"
1765,"Utz Potato Chips, Salt'n Vinegar, Family Size
9 ounce
13A"
1766,"The Jackfruit Company Complete Jackfruit Meal, Chickpeas + Spinach + Garam Masala
10 ounce
16B"
1767,"The Jackfruit Company Complete Jackfruit Meal, Black Beans + Corn + Tex-Mex Spice
10 ounce
16B"
1768,"The Jackfruit Company Complete Jackfruit Meal, Red Kidney Beans + Tomato + Rustic Herbs
10 ounce
16B"
1769,"Wegmans Deluxe Mixed Salted Nuts
11.5 ounce
2B"
1770,"Banana Vital Bar, Simply Bananas
1.05 ounce
2B"
1771,"Banana Vital Bars, Simply Bananas
19.05 ounce
2B"
1772,"Flora Taralli, Olive Oil
8.82 ounce
16B"
1773,"Pepperidge Farm Goldfish Veggie Snack Crackers, Baked, Veggie, Cheesy Tomato
4 ounce
12A"
1774,"Pepperidge Farm Goldfish Veggie Snack Crackers, Baked, Veggie, Sweet Carrot
4 ounce
12A"
1775,"Kit Kat Crisp Wafers, in Milk Chocolate, King Size
3 ounce
Front End"
1776,"Pepperidge Farm Goldfish Made with Organic Wheat Snack Crackers, Baked, Cheddar
4 ounce
12A"
1777,"Catalina Crunch Cereal, Keto Friendly, Dark Chocolate
9 ounce
3B"
1778,"Catalina Crunch Cereal, Keto Friendly, Cinnamon Toast
9 ounce
3B"
1779,"Fat Snax Cookies, Chocolate Chip
1.4 ounce
2B"
1780,"Fat Snax Cookies, Peanut Butter
1.4 ounce
2B"
1781,"Flora Roasted Peppers, Red
12 ounce
14B"
1782,"Mamma Chia Chia Squeeze, Organic, Wild Raspberry, 4 Pack
14 ounce
1B"
1783,"Three Wishes Cereal, Grain Free, Cinnamon
8.6 ounce
6B"
1784,"Three Wishes Cereal, Grain Free, Honey
8.6 ounce
6B"
1785,"Three Wishes Cereal, Grain Free, Unsweetened
8.6 ounce
6B"
1786,"Primal Kitchen Marinara Sauce, Roasted Garlic
24 ounce
16B"
1787,"Vegi Rice Riced Broccoli with Cauliflower
7.05 ounce
16B"
1788,"TOSTITOS Tortilla Chips, Hint of Spicy Queso
12 ounce
13A"
1789,"Farmhouse Culture Kraut Krisps, Chili Lime, Crunchy
5 ounce
5B"
1790,"Ghirardelli twilight delight Dark Chocolate, Intense Dark
4.1 ounce
13B"
1791,"Ghirardelli Dark Chocolate, Intense Dark, Evening Dream, 60% Cacao
4.1 ounce
13B"
1792,"Noka Nut Butter Smoothie, Strawberry + Peanut Butter
4.22 ounce
14B"
1793,"Noka Nut Butter Smoothie, Banana/Cocoa + Peanut Butter
4.22 ounce
14B"
1794,"McCormick Vanilla Flavor, Clear
2 fl. oz.
12B"
1795,"Seeds Of Change Beans, Organic, Indian Spiced Style Lentils & Chickpeas
9.2 ounce
Produce"
1796,"Lindt Classic Recipe Milk Chocolate, 45% Cocoa
4.1 ounce
13B"
1797,"Godiva Signature Dark Chocolate, Belgian, Mini Bars, 72% Cacao
3.1 ounce
13B"
1798,"Godiva Milk Chocolate Bar, Mini
3.1 ounce
13B"
1799,"Godiva Signature Dark Chocolate Bar, Roasted Almond, Mini
3.1 ounce
13B"
1800,"Godiva Milk Chocolate Bar, Salted Caramel, Mini
3.1 ounce
13B"
1801,"Godiva Dark Chocolate Bar, Sea Salt, Mini
3.1 ounce
13B"
1802,"FlapJacked Mighty Muffin, Double Chocolate
1.94 ounce
5B"
1803,"FlapJacked Mighty Muffin, Peanut Butter
1.94 ounce
5B"
1804,"FlapJacked Mighty Muffin, S'mores
1.94 ounce
5B"
1805,"FlapJacked Mighty Muffin, Chocolate Peanut Butter, High-Fiber
1.94 ounce
5B"
1806,"Wegmans Organic Pearled Couscous
8 ounce
16B"
1807,"Lakanto Brownie Mix, Sugar Free
9.7 ounce
12B"
1808,"Lakanto Monkfruit Sweetener, with Erythritol, Classic
16 ounce
12B"
1809,"Lakanto Keto Powder, Peanut Butter
8.5 ounce
14B"
1810,"The Daily Crave Lentil Chips, Age White Cheddar
4.25 ounce
5B"
1811,"Daily Crave Lentil Chips, Himalayan Pink Salt
4.25 ounce
5B"
1812,"THE DAILY CRAVE Quinoa Chips, Himalayan Pink Salt
4.25 ounce
5B"
1813,"The Daily Crave Breaking News Quinoa Chips, Bourbon BBQ Flavored
4.25 ounce
5B"
1814,"DRIZZILICOUS Drizzle Bites, Crunchy, Dark Chocolaty
4 ounce
5B"
1815,"DRIZZILICOUS Drizzle Bites, Crunchy, Cinnamon Swirl
4 ounce
5B"
1816,"DRIZZILICOUS Drizzle Bites, Crunchy, Birthday Cake
4 ounce
5B"
1817,"Pasta Roni Pasta, Shells & White Cheddar
6.2 ounce
16B"
1818,"Oatmeal Crisp Cereal, Flakes, Almond Pieces and Cluster
19.7 ounce
13B"
1819,"Stoka Bar Nutrition Bar, Vanilla Almond
1.8 ounce
2B"
1820,"Stoka Bar Nutrition Bar, Birthday Cake
1.8 ounce
2B"
1821,"Stoka Bar Nutrition Bar, Sea Salt Caramel
1.8 ounce
2B"
1822,"Stoka Bar Nutrition Bar, Peanut Chocolate Chip
1.8 ounce
2B"
1823,"One Protein Bar, Blueberry Cobbler, Flavored
25.44 ounce
2B"
1824,"Quest Snack Bar, Sea Salt Caramel Almond Flavor
1.14 lb.
2B"
1825,"Quest Snack Bar, Peanut Chocolate Crunch Flavor
1.14 lb.
2B"
1826,"Sun-Maid Raisin Snacks, Sour, Blue Raspberry
4.9 ounce
1B"
1827,"Godiva Masterpieces Milk Chocolate, Hazelnut Oyster
4.8 ounce
13B"
1828,"Quest Hero Protein Bar, Chocolate Peanut Butter Flavor
19 ounce
2B"
1829,"Ghirardelli Chocolate Squares, Luscious Filling, White Chocolate Caramel
5 ounce
13B"
1830,"Goldfish Baked Snack Crackers, Mix, Xtra Cheddar + Pretzel, Lunch Packs
9.9 ounce
12A"
1831,"Utz Potato Chips, The Crab Chip, Family Size
9 ounce
13A"
1832,"Oreo Thins Sandwich Cookies, Lemon Creme Flavor, Family Size
13.1 ounce
12A"
1833,"Oreo Sandwich Cookies, Carrot Cake, Family Size
17 ounce
12A"
1834,"Oreo Chocolate Sandwich Cookies, Dark Chocolate Flavor Creme, Family Size
17 ounce
12A"
1835,"Oreo Sandwich Cookies, Chocolate Peanut Butter Pie, Family Size
17 ounce
12A"
1836,"Oreo Chocolate Sandwich Cookies, Peanut Butter Creme, Family Size
17 ounce
12A"
1837,"Kind Kids Granola Bars, Chocolate Chip, Chewy
4.86 ounce
13B"
1838,"Voortman Cookies, Windmill
11.29 ounce
12A"
1839,"VOORTMAN BAKERY Wafers, Lemon
10.6 ounce
12A"
1840,"VOORTMAN BAKERY Wafers, Banana
10.6 ounce
12A"
1841,"Voortman Cookies, Oatmeal, Fudge Striped
12.34 ounce
12A"
1842,"Enjoy Life Lentil Chips, Margherita Pizza
4 ounce
5B"
1843,"OREO Milka Candy Bar, Chocolate, Fun Size
10.2 ounce
14A"
1844,"Snyder's Of Hanover Pretzels, Mini
30 ounce
13A"
1845,"Town House Crackers Snack Crackers, Baked, Original
13 ounce
12A"
1846,"Reese's Peanut Butter Cups, White Creme & Peanut Butter, Thins, Share Pack
7.37 ounce
13B"
1847,"York Peppermint Patties, Dark Chocolate Covered, Thins, Share Pack
7.2 ounce
13B"
1848,"Wegmans Italian Classics Organic Roasted Garlic Sauce
23.5 ounce
16B"
1849,"Quest Hero Protein Bar, Hero, Chocolate Peanut Butter Flavor
1.9 ounce
2B"
1850,"Quest Snack Bar, Sea Salt Caramel Almond Flavor
1.52 ounce
2B"
1851,"Quest Snack Bar, Peanut Chocolate Crunch Flavor
1.52 ounce
2B"
1852,"HEINZ 57 Sauce
10 ounce
14B"
1853,"Raisinets Milk Chocolate
8 ounce
13B"
1854,"Crunch Milk Chocolate, Buncha
8 ounce
13B"
1855,"Kettle Brand Potato Chips, Gluten Free, Parmesan Garlic
8.5 ounce
13A"
1856,"Pirouline Creme de Pirouline, Chocolate Hazelnut
3.25 ounce
12A"
1857,"Rold Gold Pretzels, Original, Tiny Twist
16 ounce
13A"
1858,"Goldfish Snack Crackers, Cheddar Jack'D, Baked
6.6 ounce
12A"
1859,"Hu Dark Chocolate, Vanilla Quinoa Qrispy
2.1 ounce
13B"
1860,"Ferrara Candy Candy, Assorted, Trickster Treats
103 ounce
14A"
1861,"Russell Stover Dark Chocolate & Raspberry Cream, Pumpkin
1 ounce
14A"
1862,"Russell Stover Coconut Nest, Covered in Milk Chocolate
1 ounce
14A"
1863,"Hu Dark Chocolate, Simple
2.1 ounce
13B"
1864,"Jovial Penne, Gluten Free
12 ounce
6B"
1865,"Simply 7 Lentil Chips, Sea Salt
4 ounce
5B"
1866,"Simply 7 Chickpea Chips, Hummus
5 ounce
5B"
1867,"Food Should Taste Good Tortilla Chips, Multigrain
11 ounce
5B"
1868,"Stoka Bar Nutrition Bar, Peanut Chocolate Chip
21.6 ounce
2B"
1869,"Snyder's Of Hanover Pretzel Sticks, Twisted, Seasoned
12 ounce
13A"
1870,"The Good Crisp Company Potato Crisps, Gluten Free, Sea Salt & Vinegar
5.6 ounce
5B"
1871,"Oreo Sandwich Cookies, Dark Chocolate, Fudged and Flavor Creme
9.9 ounce
12A"
1872,"Wilde Chips Chips, Himalayan Pink Salt & Chicken
2.25 ounce
5B"
1873,"Wilde Chips Chips, Chicken & Waffles
2.25 ounce
5B"
1874,"Simply 7 Kale Chips, Sea Salt
3.5 ounce
5B"
1875,"Snyder's Of Hanover Rounds, Butter Flavored, Light & Crispy
12 ounce
13A"
1876,"Snyder's Of Hanover Rounds, Sea Salt, Light & Crispy
12 ounce
13A"
1877,"Madecasse Chocolate, Heirloom, Madagascar, Organic, Pure Dark, 80% Cocoa
2.64 ounce
13B"
1878,"Pasta's Daily Spicy Hot Tomato Oil Pasta Sauce, Tomato Oil, Spicy Hot
15 ounce
16B"
1879,"Mochanola Coffee Granola, Java Chip
8 ounce
13B"
1880,"Mochanola Coffee Granola, Peanut Butter
8 ounce
13B"
1881,"Wegmans Italian Classics Garlic, Minced, in Water
8 ounce
12B"
1882,"Wegmans Italian Classics Garlic, Minced, in Water
32 ounce
16B"
1883,"Lindt Excellence Chocolate, Unsweetened, 100% Cocoa
1.7 ounce
13B"
1884,"DR. MCDOUGALL'S Noodle Soup, Vegan, Pad Thai
2 ounce
14B"
1885,"Synder's Of Hanover Pretzel Pieces, Hot Buffalo Wing, Honey Mustard & Onion, Cheddar Cheese, On-the-Go Packs
22.4 ounce
13A"
1886,"Crofter's Spread, Premium, Organic, Seedless Blackberry
16.5 ounce
14B"
1887,"Hershey's Chocolate Candy, Assortment, Miniature Size, Party Pack
33.36 ounce
13B"
1888,"Free2b Sunflower Butter Cups, Chocolate
1.4 ounce
3B"
1889,"Musco Family Olive Co. Pearls Olives, Manzanilla, Pimiento Stuffed
5.75 ounce
14B"
1890,"BEAR NAKED Granola, Cacao & Cashew Butter
11 ounce
13B"
1891,"Kashi Cereal Organic, Super Loops, Berry, Cereal, A Kid Favorite, Gluten-Free, Breakfast
9.5 ounce
13B"
1892,"Clif Bar Coffee Collection Energy Bar, Vanilla Almond Latte
28.8 ounce
2B"
1893,"Clif Bar Coffee Collection Energy Bar, Caramel Macchiato
28.8 ounce
2B"
1894,"Luna Mash-Ups Nutrition Bar, Whole, Peanut Butter + Fudge
25.35 ounce
2B"
1895,"Luna Mash-Ups Nutrition Bar, Whole, Lemonzest + Blueberry
25.35 ounce
2B"
1896,"Good Health Pretzels, Gluten Free, Sea Salt
8 ounce
5B"
1897,"Seeds Of Change Rice, Certified Organic, Spanish Style
8.5 ounce
16B"
1898,"The Real Coconut Tortilla Chips, Coconut Flour, Organic, Splash of Lime
5.5 ounce
5B"
1899,"Delallo Pomodoro Fresco, Four Cheese
25.25 ounce
16B"
1900,"Delallo Bruschetta, Italian Tomato
9.88 ounce
16B"
1901,"Casa Mexicana Rice Mix, Mexican Rice
8 ounce
16B"
1902,"Veetee Rice & Healthy Brown Rice & Quinoa, Wholegrain
9.9 ounce
16B"
1903,"VEETEE Brown Rice, Wholegrain
9.9 ounce
16B"
1904,"Wegmans Cereal, Frosted Flakes
17 ounce
13B"
1905,"Skinny Pop Popcorn, Twist of Lime
4.4 ounce
4B"
1906,"Mochanola Coffee Granola, French Vanilla
8 ounce
13B"
1907,"Clif Bar Coffee Collection Energy Bar, Dark Chocolate Mocha
28.8 ounce
2B"
1908,"Free2b Sunflower Butter Cups, Dark Chocolate
1.4 ounce
3B"
1909,"FREE2B Mint Cups, Dark Chocolate
1.4 ounce
3B"
1910,"Rice A Roni Food Mix, Beef Flavor
6.8 ounce
16B"
1911,"Chips Ahoy! Cookies, Sour Patch Kids
8 ounce
12A"
1912,"Hershey's Candy Assortment, Miniature Size, Share Pack
9.08 ounce
13B"
1913,"RxBar Protein Bar, Vanilla Almond
22 ounce
2B"
1914,"Lundberg Rice Cake, Organic, White Cheddar, Minis
5 ounce
5B"
1915,"Lundberg Rice Cake, Organic, Sea Salt, Minis
5 ounce
5B"
1916,"Lundberg Rice Cake, Organic, Buffalo Ranch Flavored, Minis
5 ounce
5B"
1917,"Uncle Ben's Rice Pilaf, Restaurant Recipe
36 ounce
16B"
1918,"Uncle Ben's Spanish Rice, Restaurant Recipe
36 ounce
16B"
1919,"Domino Sugar Packets, Pure Cane, Premium
100 ct.
12B"
1920,"GOMACRO Macrobar, Protein Purity, Sunflower Butter + Chocolate
2.3 ounce
2B"
1921,"Magnolia Mixes Pound Cake Mix, Gluten Free, Orange
14 ounce
5B"
1922,"Holista Spaghetti
14 ounce
16B"
1923,"Holista Pasta, Linguine
14 ounce
16B"
1924,"Parm Crisps Cheese Snack, Four Cheese, Oven-Baked
1.75 ounce
14B"
1925,"M&M's Chocolate Candies, Cocoa Crisp, Creepy
8 ounce
14A"
1926,"M&M's Chocolate Candies, Peanut, Ghoul's Mix
10 ounce
14A"
1927,"Cheez-it Crackers Baked Snack Cheese Crackers, Extra Toasty
12 ounce
12A"
1928,"Utz Potato Chips, Honey Barbeque Flavored, Family Size, Pre-Priced $4.29
9 ounce
13A"
1929,"Godiva Masterpieces Dark Chocolate, Ganache Heart
3 ounce
13B"
1930,"Rice A Roni Food Mix, Creamy Four Cheese Flavor
6.4 ounce
16B"
1931,"Wegmans Banana Pepper Rings, Mild
16 fl. oz.
14B"
1932,"M&M's Chocolate Candies, Assorted, M&M's Lovers, 55 Pieces
30.35 ounce
13B"
1933,"Mars Wrigley Candy, Assorted
31.18 ounce
13B"
1934,"Cheerios Cereal, Cinnamon, Large Size
14.3 ounce
13B"
1935,"Chuao Chocolatier Milk Chocolate, Oh My S'Mores
2.8 ounce
13B"
1936,"Birch Benders Pancake a La Cup, Classic Maple
1.34 ounce
12B"
1937,"Birch Benders Pancake a La Cup, Chocolate Chip
1.62 ounce
12B"
1938,"Birch Benders Pancake a La Cup, Strawberry Shortcake
1.34 ounce
12B"
1939,"Birch Benders Pancake & Waffle Mix, Organic, Classic Recipe
16 ounce
12B"
1940,"Air Heads Candy, Spooky Mix
49.28 ounce
14A"
1941,"Tia Lupita Hot Sauce, Salsa Verde
8 ounce
14B"
1942,"Tia Lupita Hot Sauce, Chipotle
8 ounce
14B"
1943,"SkinnyPop Family Snack Pack, Assorted
8.2 ounce
13A"
1944,"Jovial Spaghetti, Grain Free, Cassava
8 ounce
6B"
1945,"Jovial Cassava Penne, Grain Free
8 ounce
6B"
1946,"Jovial Cassava Elbows, Grain Free
8 ounce
6B"
1947,"M&M's Chocolate Candies, Milk Chocolate, Ghoul's Mix
10 ounce
14A"
1948,"M&M's Chocolate Candies, Milk Chocolate, Fun Size
15 ounce
14A"
1949,"M&M's Chocolate Candies, Peanut, Glow in the Dark, Fun Size
15 ounce
14A"
1950,"Utz Potato Chips, Red Hot Flavored, Family Size
9 ounce
13A"
1951,"Utz Potato Chips, Barbeque Flavored, Ripples, Family Size
9 ounce
13A"
1952,"TCHO Milk Chocolate, Mokaccino
2.5 ounce
3B"
1953,"Wegmans Chili Lime Seasoning Shak'r
2.9 ounce
12B"
1954,"Wegmans Just Almonds Almond Butter, Smooth
16 ounce
14B"
1955,"Wegmans Just Almonds Almond Butter, Crunchy
16 ounce
14B"
1956,"Seeds Of Change Whole Grains, Certified Organic, Seven
8.5 ounce
16B"
1957,"Jovial Cassava Orzo, Grain Free
8 ounce
6B"
1958,"Caveman Nutrition Bars, Dark Chocolate, Coconut Almond
16.9 ounce
2B"
1959,"Caveman Nutrition Bars, Dark Chocolate, Caramel Cashew
16.9 ounce
2B"
1960,"Wegmans Organic Caesar Twice-Baked Croutons
4.5 ounce
14B"
1961,"Pop-Tarts Pastry Bites, Frosted Confetti Cake
7 ounce
13B"
1962,"Wegmans Cereal, Frosted Flakes, FAMILY PACK
40 ounce
13B"
1963,"Wegmans Organic Whole Wheat Couscous
8 ounce
16B"
1964,"Nature's Bakery Fig Bar, Pumpkin Spice
12 ounce
2B"
1965,"QUAKER Instant Oatmeal Instant Oats Hot Cereal, Original
12.3 ounce
13B"
1966,"Cheerios Cereal, Frosted, Large Size
13.5 ounce
13B"
1967,"Cheerios Cereal, Fruity, Large Size
14.2 ounce
13B"
1968,"MadeGood Mini Cookies, Red Velvet
4.25 ounce
5B"
1969,"Cheerios Cereal, Blueberry, Large Size
14.2 ounce
13B"
1970,"Tillamook Country Smoker Smoke Sausages, Zero Sugar, Original
4 ounce
13A"
1971,"Godiva Masterpieces Milk Chocolate, Caramel Lion of Belgium
3 ounce
13B"
1972,"Schar Honeygrams, Gluten Free
5.6 ounce
5B"
1973,"Albanese Gummi Bear Cubs, 12 Flavor, Mini Packs
9 ounce
14A"
1974,"True Lime Crystallized Lime
32 ct.
12B"
1975,"Smarties Candy Rolls, Halloween
18 ounce
14A"
1976,"MadeGood Mini Cookies, Snickerdoodle
4.25 ounce
5B"
1977,"MadeGood Mini Cookies, No Nut Butter, Soft Baked
4.25 ounce
5B"
1978,"Truth Bar Prebiotic + Probiotic Bar, Chocolate Peanut Butter Crunch
1.76 ounce
2B"
1979,"Truth Bar Prebiotic + Probiotic Bars, Chocolate Peanut Butter Crunch
21.16 ounce
2B"
1980,"Country Archer Beef Sticks, Original, Mini
4 ounce
13A"
1981,"Kashi by Kids Cereal, Organic, Chocolate Super Loops
9.5 ounce
13B"
1982,"Longhurst Farms Almond Butter, Sprouted, Creamy, Original
16 ounce
14B"
1983,"Bear Naked Granola, Grain Free, Dark Chocolate Almond
8 ounce
13B"
1984,"Wegmans Organic Dried Fruit, Sour Cherries
6 ounce
1B"
1985,"Stryve Beef Biltong, Hickory Seasoned
2.25 ounce
13A"
1986,"Quest Snack Bar, Cranberry Trail Mix Flavor
1.14 lb.
2B"
1987,"Quest Snack Bar, Chocolate Mixed Nuts Flavor
1.14 lb.
2B"
1988,"Cheerios Cereal, Apple Cinnamon, Large Size
14.2 ounce
13B"
1989,"Stryve Beef Biltong, Original
2.25 ounce
13A"
1990,"Cheerios Cereal, Chocolate, Large Size
14.3 ounce
13B"
1991,"Cheerios Cereal, Chocolate Peanut Butter, Large Size
14.2 ounce
13B"
1992,"Cheerios Cereal, Very Berry, Large Size
14.5 ounce
13B"
1993,"Cheerios Oat Crunch, Oats 'N Honey, Large Size
18.2 ounce
13B"
1994,"Cheerios Cereal, Cinnamon, Oat Crunch, Large Size
18.2 ounce
13B"
1995,"Frosted Flakes Cereal Kellogg's , Breakfast Cereal, Original With Marshmallows, Fun Tony Shapes
12 ounce
13B"
1996,"Utz Potato Chips, Ripples. Original, Reduced Fat, Family Size
9 ounce
13A"
1997,"Twizzlers Twists, Strawberry
32 ounce
13B"
1998,"Bumble Bee Tuna, Solid White Albacore, in Water
12 ounce
16B"
1999,"Werther's Soft Caramels, Vanilla Creme, Share Size
10.8 ounce
13B"
2000,"Veggiecraft Farms Pasta, Penne
8 ounce
6B"
2001,"Raisinets Raisins, Dark Chocolate
8 ounce
13B"
2002,"That's It. Fruit Bar, Apple + Mango
1.2 ounce
2B"
2003,"Arrowhead Mills Quinoa, Organic
14 ounce
16B"
2004,"THATS IT Fruit Bar, Apple + Mango
14.4 ounce
2B"
